Name,Category,Region,Info
Cresia Pit Mine,Landmark,Depths,
Crisis at Hyrule Castle,Main Quest,Hyrule Field,How To Begin:Speak with PurahRequirements:To The Kingdom of HyruleReward:Paraglider
Crossing the Cold Pool,Side Quest,Hebra Mountains,How to Begin:Talk to Verla at in front of theTalonto Peak Cave Entrance.Solution:Bring 10x Chillshroom to Verla. Enough can be gathered from theTalonto Peak Cave.Reward:50 Rupees
Cucco Fabric,Paraglider Fabric,East Necluda,"Required:CompletePhotograph a ChuchuTake a picture of a Cucco, then show the new fabric reference to Sayge at theKochi Dye Shop."
Cucco Hideaway,Cave,West Necluda,Cave Entrances:Follow the chickens from Kakariko Village to find the area where the chickens are going to lay their eggsBubbulfrog:Behind the 2nd Rock WallInside the Cave:12 Bird Eggs2x Rock WallsOre DepositLike Like behind 1st Rock WallGiant Brightbloom Seeds
Cugukaram Lightroot,Lightroot,Depths,"Location:At the top of the lava ""waterfall"""
Cuho Canyon Mine,Landmark,Depths,
Dad's Blue Shirt,Side Quest,East Necluda,How to Begin:Talk to Zuta after completingLurelin Village Restoration ProjectSolution:Build a raft and grab theIsland Lobster Shirtout of the water.Reward:You keep the shirt!
Dalia's Game,Side Quest,Gerudo Desert,"How To Begin:This is a part of The Mysterious Eighth side quest.Speak to Dalia who is located next to the General Store in Gerudo Town, standing next to an orb.Dalia will ask if you want to play a game of hide and seek.Solution:You will have 1 minute and 30 seconds to locate a sand seal plush toy that has been hidden inside the Gerudo Shelter.Reward:Orb that is part of The Mysterious Eighth side quest."
Dalite Grove,Landmark,Depths,
Dantz's Prize Cows,Side Quest,East Necluda,"How To Begin:Speak to Dantz, who's pacing around outsideHateno Pasture. He only needs three acorns.Reward:Fresh Milk"
Daphnes Canyon Mine,Landmark,Depths,
Dark Hood,Armor,Depths,Set:DarkDark TunicDark TrousersLocation:Sold by anyBargainer Statuefor Poe.Stats:3 Defense
Dark Trousers,Armor,Depths,Set:DarkDark HoodDark TunicLocation:Sold by anyBargainer Statuefor Poe.Stats:3 Defense
Dark Tunic,Armor,Hyrule Field,Set:DarkDark HoodDark TrousersLocation:Sold by anyBargainer Statuefor Poe.Stats:3 Defense
Daval Canyon Mine,Landmark,Depths,
Death Mountain East Tunnel,Cave,Eldin Canyon,"Cave Entrances:Death Mountain East Tunnel EntranceBubbulfrog:In a cavern along the left wall, the first exit along the minecart track.Coordinates:2699, 2629, 0523Inside the Cave:1 Horriblin1 Igneo TalusGreen crystal needed forThe Death Caldera Crystal(At back of cave on top of Igneo Talus)3 Zonai Fans4 Mine Carts11 Ore Deposits1 Rare Ore Deposit24 Brightbloom Seeds8 Giant Brightbloom Seeds4 Fireproof Lizards"
Death Mountain Foothill Cave,Cave,Eldin Canyon,Cave Entrances:Death Mountain Foothill Cave EntranceBubbulfrog:Behind breakable rocks located at the far right near the lavaInside the Cave:Fire LikeHorriblins (Clear to unlock chest containing Cobble-Crusher Halberd)
Death Mountain West Site,Landmark,Eldin Canyon,
Death Mountain West Tunnel,Cave,Eldin Canyon,Cave Entrances:Death Mountain West Tunnel EntranceBubbulfrog:On the back wall of the cave's last chamberInside the Cave:Cobble Crusher (In buried chest in cave's second chamber)2 Zonai Fans3 Zonai Rockets3 Ore Deposits27 Brightbloom Seeds2 Giant Brightbloom Seeds8 Fireproof Lizards
Decorate with Passion,Side Quest,Gerudo Desert,"How to Begin:Speak with Boraa, sitting by a tent.Solution:Show her any weapon fused with a Ruby.Reward:1x Electric Keese Wing"
Deepback Bay Cave,Cave,East Necluda,"Cave Entrances:On the beach.Bubbulfrog:Drop down to a lower path, then look up towards the Like Like. Shoot the cracked wall behind it, which will drain the flooded moat and revealAdenamimik Shrine. Walk behind the shrine and continue to a small alcove.Inside the Cave:Bubbulfrog- behind the shrine in a little tunnelAdenamimik Shrine"
Deplian Badlands Cave,Cave,Eldin Mountains,"Cave Entrances:Deplian Badlands Cave EntranceBubbulfrog:Turn right after the big drop into the cave, and then a sharp left.Inside the Cave:Soldier's-Claymore Stick [Chest]Forest Dweller's Spear [Chest]Minetak Shrine"
Desert Coliseum,Landmark,Depths,
Desert Rift,Landmark,Gerudo Desert,
Desert Voe Headband,Armor,Gerudo Desert,Price:450 RupeesSet:Desert VoeDesert Voe SpaulderDesert Voe TrousersLocation:Sold by Saula's shop stall in the Kara Kara Bazaar.Stats:3 DefenseArmor Effect:Heat Resistance
Desert Voe Spaulder,Armor,Gerudo Desert,"Price:1,300 RupeesSet:Desert VoeDesert Voe HeadbandDesert Voe TrousersLocation:Gerudo Secret ClubStats:3 DefenseArmor Effect:Heat Resistance"
Desert Voe Trousers,Armor,Gerudo Desert,Price:650 RupeesSet:Desert VoeDesert Voe HeadbandDesert Voe SpaulderLocation:Gerudo Secret ClubStats:3 DefenseArmor Effect:Heat Resistance
Destroy Ganondorf,Main Quest,Hebra Mountains,How to Begin:Obtain theMaster SwordRequirements:CompleteRecovering the Master SwordReward:Game completion!
Deya Village Ruins East Well,Well,West Necluda,Location:??Contents:??
Deya Village Ruins North Well,Well,West Necluda,
Deya Village Ruins South Well,Well,West Necluda,
Deya Village Ruins Well,Well,West Necluda,
Diamond Circlet,Armor,Gerudo Desert,"Price:2,400 RupeesLocation:Starlight Memories(Jewelry Shop)Stats:4 DefenseArmor Effect:Attack Up"
Dining Hall,Landmark,Hyrule Field,
Dirigible,Autobuild Schematic,Depths,Location:Abandoned Lurelin MineAutobuild Item:??
Disaster in Gerudo Canyon,Side Quest,Gerudo Highlands,How to Begin:Speak to Quince by the ruinsSolution:Find his 3 lost friends in Gerudo Canyon:GiroGarillBotrickReward:10x Bomb Flower
Docks,Landmark,Hyrule Field,
Domizuin Shrine,Shrine,Akkala Highlands,"A Prone PathwayLocation:3305, 1443, 0426 - Overlooks theSouth Akkala Plains ChasmSolution:Ascend through the column to the higher ledge.Strike the crystal to rotate the structure and align the door.Once in the room, pivot it so the large column is in the far right corner, with the gap at the bottom.Ascend through the column to the end statue.Treasure:10x Arrows - After entering the large room, Ascend through the column to the right.Zonai Charge - After entering the large room, rotate it twice. The chest is on the now accessible ledge.Strong Zonaite Shield- After grabbing the above Zonai Charge, head to the chest by the initial entrance. Shoot the crystal to rotate the room and fall on the pillar."
Dracozu Altar,Landmark,Depths,Behind the waterfall
Dragon Bone Mire,Landmark,Tabantha Frontier,
Dragon Tear #1,Dragon Tear,Hyrule Field,Location:In the right eye of the geoglyph.Memory:Memory 03: Where Am I?
Dragon Tear #10,Dragon Tear,Faron Grasslands,Location:Filled in tear top-left (southern) side of the geoglyph.Memory:Memory 13: A King's Duty
Dragon Tear #11,Dragon Tear,Eldin Mountains,Location:At the very top of the spire with the sword symbol on it.Memory:Memory 15: A Master Sword in TimeCoordinates:0892 2951 0362
Dragon Tear #12,Dragon Tear,Deep Akkala,"Location:Between the three broken pillarsMemory:Memory 17: Tears of the DragonCoordinates:4535, 2144, 0000Hint: Becomes visible after you found the other tears"
Dragon Tear #2,Dragon Tear,Tabantha Frontier,"Location:In the center teardrop of the geoglyph.Memory:Memory 04: An Unfamiliar WorldCoordinates:-2551, 1885, 0319"
Dragon Tear #3,Dragon Tear,Eldin Canyon,"Location:Top of Eye in the middle Tear drop.Memory:Memory 05: Mineru's CouncilCoordinates:1828, 0734, 0090"
Dragon Tear #4,Dragon Tear,West Necluda,"Location:Hidden in the trees on hillMemory:Memory 06: The Gerudo AssaultCoordinates:0694, -1312, 0053"
Dragon Tear #5,Dragon Tear,Gerudo Highlands,"Location:Near the middle, look for the filled in teardrop.Memory:Memory 07: A Show of FealtyCoordinates:-3177, -1699, 0418"
Dragon Tear #6,Dragon Tear,Hyrule Ridge,"Location:Illumeni PlateauMemory:Memory 08: Zelda and SoniaCoordinates:-3096, -0077, 0211"
Dragon Tear #7,Dragon Tear,East Necluda,"Location:Northernmost point on the hiltMemory:Memory 09: Sonia is Caught by TreacheryCoordinates:3325, -3569, 0005"
Dragon Tear #8,Dragon Tear,Hebra Mountains,"Location:North Tabantha SnowfieldMemory:Memory 10: Birth of the Demon KingCoordinates:-1863, 3618, 0237"
Dragon Tear #9,Dragon Tear,Lanayru Great Spring,"Location:At the Northmost point of the geoglyph, in the droplet shape.Memory:Memory 12: The Sages' VowCoordinates:4467, -0305, 0074"
Drena Canyon Mine,Landmark,Depths,
Dronoc's Pass Well,Well,Hebra Mountains,Location:Beside the crossroads.Contents:Luminous Stone Deposit
Dueling Canyons Mine,Landmark,Depths,
Dueling Peaks North Cave,Cave,West Necluda,"Cave Entrances:Between the two peaks, halfway up.Bubbulfrog:In an alcove a short way into the cave, on the left side.Inside the Cave:HorriblinsThe answer to the puzzle from the Dueling Peaks South CaveCoordinates:1192, -1858, 0159"
Dueling Peaks South Cave,Cave,West Necluda,Cave Entrances:Between the mountain halfway upBubbulfrog:Behind a breakable wall to the right of the Like Like.Inside the Cave:Tingle's Shirt
Dueling Peaks Stable Well,Well,West Necluda,Location:??Puzzle Solution:??Treasure:??
Dunsel Canyon Mine,Landmark,Depths,
Dyeing to Find It,Shrine Quest,Lanayru Wetlands,"Associated Shrine:Kurakat ShrineSolution:Talk to the Steward Construct to start the quest.Look on the other side of the gap to see a white pattern on the rock face. The pattern resembles the shape of the stone column on your side of the gap.The objective is to alter the shape of the column's shadow so that when it falls on the white pattern it has roughly the same shape.You can change the shape of the column's shadow by using some combination of turning it using the wheel nearby and/or attaching one or two boards to it.Wait until morning. At approximately 6:00 AM the column's shadow will fall on the white pattern. If it has roughly the same shape, the shrine will appear."
Eagus Bridge,Landmark,West Necluda,
East Akkala Stable Well,Well,Deep Akkala,Location:Just outsideEast Akkala StablePuzzle Solution:??Treasure:??
East Biron Snowshelf Cave,Cave,Hebra Mountains,"Cave Entrances:East Biron Snowshelf Cave EntranceEast Biron Snowshelf Cave EntranceBubbulfrog:At the end of the cavern, turn back to find a lower passageway with icicles. The bubbulfrog is in the passageway.Inside the Cave:The Duchess Who Disappeared- In the lower caverns of the cave, behind the cracked walls.2 x Rare Ore Deposit5 x Ore Deposit1 x Luminous Stone DepositGiant Brightbloom SeedsBrightbloom Seeds"
East Gerudo Ruin Cave,Cave,Gerudo Desert,"Cave Entrances:In the sand pit.Bubbulfrog:Upstream of the sand river, there will be a breakable rock wall.Inside the Cave:Shock LikeTopaz [Chest]"
East Gerudo Ruins,Landmark,Gerudo Desert,Side quest location forTo the Ruins!
East Passage,Landmark,Hyrule Field,In the ground-level area surrounding Hyrule Castle. Most easily accesible approaching from the North/Northeast. Entrance looks like a mineshaft.
East Post Ruins,Landmark,Hyrule Field,
East Restaurant Cave,Cave,Eldin Canyon,"Cave Entrances:1846, 1714, 0290Bubbulfrog:A little pathway behind the upside down cart near the Marbled Rock Roast. Move it out of the way, squat and walk through.Inside the Cave:Rocket Device (Chest)Ruby [Chest] Behind breakable rocks on the right cave wall)"
East Sokkala Bridge,Landmark,Akkala Highlands,
Ebon Canyon Mine,Landmark,Depths,
Eknupup Lightroot,Lightroot,Depths,
Ekochiu Shrine,Shrine,Great Hyrule Forest,"Rise and FallLocation:1062, 1279, 0045 - Out in the open, south of the Great Hyrule Forest.Solution:Step on the pressure plate until the platform moves to the other side, then step off.Jump on the platform, then Recall it to reach the other side.Jump on the grated cube, then Recall it up the waterfall.Place the grated cube on the launch pad, then step on the pressure plate to launch it in the air.After it falls down, jump on the cube and Recall it. When it is back to its highest point, paraglide to the end statue.Treasure:Zonaite Shield- In the 2nd room, on top of a pillar. Before Recalling the grated cube, move it to the right and open the chest."
Eldin Dark Skeleton,Landmark,Depths,
Eldin Great Skeleton,Landmark,Eldin Mountains,
Eldin's Colossal Fossil,Side Quest,Deep Akkala,How To Begin:Speak to Loone on the path near East Akkala StableSolution:Find theEldin Great SkeletonReplace theEldin Great Skeleton's EyeSpeak with Loone to complete the quest; she relocatedhereReward:Purple RupeeNext Side Quest:Hebra's Colossal Fossil
Eldin-Ostrich Fabric,Paraglider Fabric,East Necluda,"Required:CompletePhotograph a ChuchuTake a picture of an Elgin-Ostrich, then show the new fabric reference to Sayge at theKochi Dye Shop."
Elma Knolls Well,Well,Hyrule Field,Location:??Contents:2x Horriblin1x Fire LikeMultiple Luminous Stone deposits
Ember Headdress,Armor,Eldin Canyon,Set:EmberEmber ShirtEmber TrousersLocation:InYunoboCo HQ South CaveStats:2 DefenseArmor Effect:Hot Weather Attack
Ember Shirt,Armor,Eldin Canyon,Set:EmberEmber HeaddressEmber TrousersLocation:At the end of theGoronbi River CaveStats:2 DefenseArmor Effect:Hot Weather Attack
Ember Trousers,Armor,Eldin Canyon,Set:EmberEmber HeaddressEmber TrousersLocation:In one of the chests inside theCephla Lake CaveStats:2 DefenseArmor Effect:Hot Weather Attack
En-oma Shrine,Shrine,West Necluda,"Rauru's BlessingLocation:Coordinates: 0104, -2517, -0087Inside theLake Hylia Whirlpool CaveShrine Quest:The Lake Hylia CrystalTreasure:Mighty Zonaite Sword- Just before the end statue."
Eshos Shrine,Shrine,West Necluda,"Combat Training: ShieldsLocation:1566, -1945, 0157 - On the side of the Dueling PeaksSolution:Defeat the construct, following the on-screen prompts.Treasure:Mighty Zonaite Shield- Just before the end statue."
Eutoum Shrine,Shrine,Hebra Mountains,"Proving Grounds: InfiltrationLocation:-3509, 3568, 0387 - Against the far side of the peak.Solution:Defeat the constructs, using only the gear provided in the room.Treasure:Sapphire - Just before the end statue."
Eventide Island Cave,Cave,East Necluda,Cave Entrances:Appears by following quest on island. Entrance will appear around the backside of the island.Bubbulfrog:In the back of the cave down a ramp into the water. Swim down the small tunnel to a little alcove with the BubbulfrogInside the Cave:Rare Ore DepositOre DepositChest with Silver (100) RupeeMore ??
Evil Spirit Armor,Armor,Depths,Set:Evil SpiritEvil Spirit MaskEvil Spirit GreavesLocation:Reward for completingThe Lomei Labyrinth Island ProphecySide QuestStats:4 DefenseArmor Effect:Stealth Up
Evil Spirit Greaves,Armor,Depths,Set:Evil SpiritEvil Spirit MaskEvil Spirit ArmorLocation:Reward for completingThe North Lomei Prophecy.Stats:4 DefenseArmor Effect:Stealth Up
Evil Spirit Mask,Armor,Depths,Set:Evil SpiritEvil Spirit ArmorEvil Spirit GreavesLocation:Reward for completing The South Lomei Prophecy Side QuestStats:4 DefenseArmor Effect:Stealth Up
Excavator,Yiga Schematic,Depths,
Faloraa Canyon Mine,Landmark,Depths,
